N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,ROE,ROA
234.0,이노션,39450.0,1250.0,-3.07%,500.0,7890.0,15020.0,1357.0,871.0
235.0,동양생명,4880.0,80.0,-1.61%,5000.0,7874.0,63476.0,3322.0,2756.0
236.0,KG스틸,7780.0,320.0,-3.95%,5000.0,7781.0,33548.0,2969.0,1907.0
237.0,진원생명과학,10000.0,150.0,-1.48%,1000.0,7775.0,387.0,-275.0,-160.0
238.0,유니드,87000.0,4500.0,-4.92%,5000.0,7734.0,10973.0,1683.0,1824.0
239.0,삼성 레버리지 WTI원유 선물 ETN,1890.0,90.0,-4.55%,0.0,7636.0,,,
240.0,다우기술,16950.0,450.0,-2.59%,500.0,7605.0,60870.0,12572.0,9142.0
241.0,진에어,14500.0,50.0,-0.34%,1000.0,7569.0,2472.0,-1853.0,-1336.0
242.0,삼양식품,100000.0,4500.0,-4.31%,5000.0,7533.0,6420.0,654.0,567.0
243.0,대한유화,115000.0,4500.0,-3.77%,5000.0,7475.0,25149.0,1794.0,1499.0
244.0,한국콜마,32350.0,1450.0,-4.29%,500.0,7402.0,15863.0,843.0,435.0
245.0,NHN,20300.0,850.0,-4.02%,500.0,7311.0,19237.0,979.0,1297.0
246.0,풍산,25850.0,950.0,-3.54%,5000.0,7244.0,35095.0,3141.0,2434.0
247.0,넥센타이어,7330.0,0.0,0.00%,500.0,7159.0,20794.0,44.0,46.0
248.0,녹십자홀딩스,15150.0,350.0,-2.26%,500.0,7125.0,18406.0,862.0,1277.0
249.0,일동제약,26550.0,2000.0,-7.01%,1000.0,7116.0,5601.0,-555.0,-1010.0
250.0,한일시멘트,10250.0,600.0,-5.53%,500.0,7099.0,12719.0,1204.0,860.0
251.0,대상,20450.0,450.0,-2.15%,1000.0,7086.0,34700.0,1532.0,1449.0
252.0,대신증권,13950.0,50.0,-0.36%,5000.0,7083.0,36353.0,8855.0,6158.0
253.0,해성디에스,41400.0,2150.0,-4.94%,5000.0,7038.0,6554.0,863.0,711.0
254.0,영원무역홀딩스,50700.0,500.0,-0.98%,500.0,6913.0,32405.0,5705.0,4468.0
255.0,롯데관광개발,9550.0,550.0,-5.45%,500.0,6908.0,1071.0,-1313.0,-2007.0
256.0,드림텍,10200.0,550.0,-5.12%,100.0,6873.0,12316.0,961.0,793.0
257.0,TIGER 200 IT,26155.0,385.0,-1.45%,0.0,6863.0,,,
258.0,율촌화학,27200.0,1650.0,-5.72%,500.0,6746.0,5387.0,110.0,85.0
259.0,SPC삼립,77800.0,200.0,+0.26%,5000.0,6713.0,29467.0,662.0,405.0
260.0,HDC현대산업개발,10150.0,350.0,-3.33%,5000.0,6690.0,33639.0,2734.0,1763.0
261.0,한올바이오파마,12750.0,900.0,-6.59%,500.0,6661.0,1016.0,101.0,89.0
262.0,CJ CGV,13900.0,100.0,-0.71%,500.0,6632.0,7363.0,-2414.0,-3388.0
263.0,LG전자우,37950.0,450.0,-1.17%,5000.0,6522.0,,,
264.0,현대에너지솔루션,57100.0,2900.0,-4.83%,5000.0,6395.0,5932.0,95.0,-67.0
265.0,대한해운,1985.0,45.0,-2.22%,500.0,6336.0,11538.0,2039.0,3066.0
266.0,보령,9210.0,410.0,-4.26%,500.0,6326.0,6273.0,414.0,431.0
267.0,KCC글라스,39600.0,800.0,-1.98%,1000.0,6324.0,11757.0,1605.0,1172.0
268.0,에이프로젠,831.0,65.0,-7.25%,500.0,6324.0,1412.0,-27.0,-125.0
269.0,LG생활건강우,299000.0,6500.0,-2.13%,5000.0,6278.0,,,
270.0,신한 레버리지 WTI원유 선물 ETN(H),1255.0,70.0,-5.28%,0.0,6275.0,,,
271.0,LX홀딩스,8190.0,70.0,-0.85%,1000.0,6247.0,1858.0,1472.0,1429.0
272.0,현대건설기계,31700.0,1650.0,-4.95%,5000.0,6245.0,32843.0,1607.0,1264.0
273.0,쿠쿠홈시스,27700.0,950.0,-3.32%,100.0,6215.0,8932.0,1786.0,1692.0
274.0,이수화학,21900.0,900.0,-3.95%,5000.0,6123.0,17033.0,821.0,965.0
275.0,한섬,24800.0,350.0,+1.43%,500.0,6108.0,13874.0,1522.0,1115.0
276.0,TIGER 미국달러단기채권액티브,12250.0,55.0,+0.45%,0.0,6100.0,,,
277.0,우리종금,696.0,21.0,-2.93%,500.0,6084.0,3033.0,1040.0,799.0
278.0,제주항공,12200.0,400.0,+3.39%,1000.0,6071.0,2731.0,-3172.0,-2723.0
279.0,화승엔터프라이즈,10000.0,250.0,-2.44%,500.0,6059.0,11386.0,71.0,-68.0
280.0,TIGER 단기채권액티브,50805.0,25.0,+0.05%,0.0,6043.0,,,
281.0,동아쏘시오홀딩스,94200.0,1400.0,-1.46%,5000.0,5981.0,8819.0,616.0,605.0
282.0,세아베스틸지주,16550.0,650.0,-3.78%,5000.0,5935.0,36511.0,2384.0,1837.0
283.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10455.0,285.0,-2.65%,0.0,5934.0,,,
284.0,DN오토모티브,59300.0,700.0,-1.17%,500.0,5926.0,9308.0,896.0,851.0
285.0,쏘카,18100.0,1250.0,-6.46%,100.0,5923.0,2890.0,-210.0,63.0
286.0,현대그린푸드,6010.0,290.0,-4.60%,500.0,5872.0,34861.0,586.0,413.0
287.0,SNT모티브,40100.0,950.0,-2.31%,5000.0,5864.0,9417.0,916.0,801.0
288.0,케이카,12050.0,650.0,-5.12%,500.0,5794.0,19024.0,711.0,468.0
289.0,쿠쿠홀딩스,16250.0,300.0,-1.81%,100.0,5779.0,6851.0,1070.0,1448.0
290.0,세아제강지주,137000.0,9000.0,-6.16%,5000.0,5674.0,28417.0,2990.0,2267.0
291.0,한세실업,14150.0,450.0,-3.08%,500.0,5660.0,16720.0,1067.0,673.0
292.0,티와이홀딩스,11100.0,350.0,-3.06%,500.0,5653.0,2952.0,112.0,1586.0
293.0,SK디스커버리,29500.0,400.0,-1.34%,5000.0,5616.0,66143.0,744.0,2723.0
294.0,ARIRANG 200,28860.0,460.0,-1.57%,0.0,5599.0,,,
295.0,한국단자,53700.0,1600.0,-2.89%,500.0,5593.0,9622.0,762.0,629.0
296.0,KODEX MSCI Korea TR,9395.0,120.0,-1.26%,0.0,5562.0,,,
297.0,QV 코스피 변동성 매칭형 양매도 ETN,7905.0,0.0,0.00%,0.0,5534.0,,,
298.0,KOSEF 200TR,34440.0,555.0,-1.59%,0.0,5510.0,,,
299.0,SBS,30050.0,1500.0,-4.75%,5000.0,5485.0,10790.0,1844.0,1448.0
300.0,KODEX Top5PlusTR,14055.0,50.0,-0.35%,0.0,5453.0,,,
301.0,HANARO 200,28455.0,435.0,-1.51%,0.0,5364.0,,,
302.0,KODEX 자동차,15565.0,160.0,-1.02%,0.0,5315.0,,,
303.0,현대홈쇼핑,44250.0,1250.0,-2.75%,5000.0,5310.0,22099.0,1285.0,1017.0
304.0,동원F&B,137000.0,2000.0,-1.44%,5000.0,5287.0,34906.0,1304.0,695.0
305.0,지누스,30550.0,1900.0,-5.86%,500.0,5264.0,11238.0,743.0,517.0
306.0,삼양홀딩스,61400.0,1000.0,-1.60%,5000.0,5258.0,31073.0,3517.0,2741.0
307.0,F&F홀딩스,13350.0,700.0,-4.98%,500.0,5222.0,7271.0,2231.0,20180.0
308.0,신영증권,55600.0,100.0,+0.18%,5000.0,5219.0,21122.0,1213.0,956.0
309.0,KBSTAR 단기통안채,105745.0,45.0,+0.04%,0.0,5212.0,,,
310.0,미래에셋증권2우B,3690.0,20.0,-0.54%,5000.0,5166.0,,,
311.0,파미셀,8570.0,510.0,-5.62%,500.0,5138.0,509.0,76.0,95.0
312.0,신한알파리츠,6950.0,220.0,-3.07%,1000.0,5131.0,482.0,288.0,61.0
313.0,KODEX 미국S&P500TR,11395.0,80.0,-0.70%,0.0,5014.0,,,
314.0,세방전지,35800.0,1050.0,-2.85%,500.0,5012.0,13520.0,997.0,852.0
315.0,유안타증권,2490.0,35.0,-1.39%,5000.0,4970.0,23090.0,3214.0,1506.0
316.0,효성중공업,53100.0,4200.0,-7.33%,5000.0,4951.0,30947.0,1201.0,765.0
317.0,삼성화재우,155000.0,500.0,-0.32%,500.0,4948.0,,,
318.0,KODEX 코스닥150,9300.0,210.0,-2.21%,0.0,4938.0,,,
319.0,ACE 미국S&P500,12980.0,105.0,-0.80%,0.0,4932.0,,,
320.0,한화투자증권,2275.0,115.0,-4.81%,5000.0,4881.0,19115.0,2088.0,1441.0
321.0,경동나비엔,33200.0,600.0,-1.78%,1000.0,4837.0,11029.0,643.0,807.0
322.0,부광약품,6800.0,310.0,-4.36%,500.0,4832.0,1825.0,56.0,-28.0
323.0,코스맥스,42550.0,1000.0,-2.30%,500.0,4829.0,15915.0,1226.0,343.0
324.0,HSD엔진,6710.0,380.0,-5.36%,1000.0,4801.0,5990.0,-398.0,-397.0
325.0,ACE 200,28500.0,420.0,-1.45%,0.0,4788.0,,,
326.0,SK디앤디,21450.0,750.0,-3.38%,1000.0,4760.0,7910.0,1294.0,1336.0
327.0,한국카본,10700.0,700.0,-6.14%,500.0,4704.0,3678.0,327.0,143.0
328.0,NICE,12300.0,0.0,0.00%,500.0,4660.0,24499.0,1443.0,1011.0
329.0,엠씨넥스,25900.0,1150.0,-4.25%,500.0,4656.0,10093.0,239.0,395.0
330.0,미래에셋생명,2620.0,50.0,-1.87%,5000.0,4638.0,35329.0,1065.0,791.0
331.0,애경케미칼,9450.0,230.0,-2.38%,500.0,4597.0,15701.0,933.0,773.0
332.0,KODEX 선진국MSCI World,19335.0,200.0,-1.02%,0.0,4582.0,,,
333.0,삼성SDI우,283000.0,5500.0,-1.91%,5000.0,4579.0,,,
334.0,남해화학,9000.0,90.0,-0.99%,1000.0,4471.0,14519.0,205.0,217.0
335.0,롯데손해보험,1435.0,0.0,0.00%,1000.0,4453.0,35446.0,1294.0,1199.0
336.0,SGC에너지,30200.0,1700.0,-5.33%,5000.0,4432.0,18984.0,1522.0,985.0
337.0,LF,15150.0,350.0,+2.36%,5000.0,4430.0,17931.0,1589.0,1362.0
338.0,콘텐트리중앙,22900.0,1200.0,-4.98%,5000.0,4411.0,6771.0,-574.0,-498.0
339.0,영진약품,2405.0,155.0,-6.05%,500.0,4399.0,1961.0,-139.0,-116.0
340.0,KODEX 단기변동금리부채권액티브,104430.0,40.0,+0.04%,0.0,4360.0,,,
341.0,프레스티지바이오파마,7140.0,470.0,-6.18%,0.0,4291.0,,-235.0,-1732.0
342.0,동일산업,175000.0,500.0,+0.29%,5000.0,4244.0,4644.0,420.0,438.0
343.0,흥아해운,1730.0,105.0,-5.72%,500.0,4159.0,817.0,-19.0,164.0
344.0,쌍용차,2770.0,0.0,0.00%,5000.0,4151.0,24293.0,-2613.0,-2579.0
345.0,한화손해보험,3555.0,215.0,-5.70%,5000.0,4150.0,79926.0,1343.0,949.0
346.0,TIGER KRX2차전지K-뉴딜,13480.0,265.0,-1.93%,0.0,4064.0,,,
347.0,KB스타리츠,3980.0,105.0,-2.57%,500.0,4036.0,,0.0,0.0
348.0,KODEX 코스피,22055.0,360.0,-1.61%,0.0,4014.0,,,
349.0,신영증권우,56800.0,200.0,-0.35%,5000.0,4007.0,,,
350.0,코람코에너지리츠,4525.0,30.0,-0.66%,500.0,4006.0,268.0,202.0,130.0
351.0,동아에스티,47100.0,2300.0,-4.66%,5000.0,3978.0,5932.0,156.0,128.0
352.0,국도화학,44150.0,500.0,-1.12%,5000.0,3978.0,15771.0,2047.0,1571.0
353.0,TIGER 미국S&P500선물(H),41825.0,470.0,-1.11%,0.0,3952.0,,,
354.0,ACE 미국나스닥100,11860.0,105.0,-0.88%,0.0,3949.0,,,
355.0,고려제강,17100.0,700.0,-3.93%,1000.0,3933.0,16914.0,985.0,1333.0
356.0,아모레퍼시픽우,37150.0,850.0,-2.24%,500.0,3922.0,,,
357.0,자화전자,19300.0,950.0,-4.69%,500.0,3871.0,3479.0,163.0,215.0
358.0,송원산업,16100.0,600.0,-3.59%,500.0,3864.0,9982.0,1057.0,712.0
359.0,KBSTAR KIS종합채권(A-이상)액티브,91415.0,480.0,-0.52%,0.0,3863.0,,,
360.0,풀무원,10100.0,550.0,-5.16%,500.0,3850.0,25189.0,385.0,3.0
361.0,미래에셋 레버리지 원유선물혼합 ETN(H),9375.0,505.0,-5.11%,0.0,3844.0,,,
362.0,세아제강,134500.0,6500.0,-4.61%,5000.0,3815.0,14974.0,1319.0,914.0
363.0,JW중외제약,17150.0,550.0,-3.11%,2500.0,3804.0,6066.0,312.0,-14.0
364.0,맵스리얼티1,4090.0,40.0,-0.97%,0.0,3797.0,,,
365.0,세아홀딩스,94900.0,200.0,+0.21%,5000.0,3796.0,60055.0,3082.0,1336.0
366.0,한국자산신탁,3000.0,40.0,-1.32%,500.0,3719.0,2125.0,1479.0,1075.0
367.0,KOSEF 국고채10년,103885.0,965.0,-0.92%,0.0,3719.0,,,
368.0,신성이엔지,1790.0,115.0,-6.04%,500.0,3685.0,4545.0,24.0,-159.0
369.0,스카이라이프,7660.0,280.0,-3.53%,2500.0,3663.0,7632.0,730.0,623.0
370.0,한솔제지,15350.0,400.0,-2.54%,5000.0,3653.0,18342.0,607.0,137.0
371.0,빙그레,36800.0,1800.0,-4.66%,5000.0,3625.0,11474.0,262.0,-193.0
372.0,서흥,31250.0,200.0,-0.64%,500.0,3615.0,5967.0,696.0,593.0
373.0,KODEX 미국나스닥100TR,10170.0,65.0,-0.64%,0.0,3600.0,,,
374.0,교보증권,5530.0,70.0,-1.25%,5000.0,3575.0,22481.0,1855.0,1433.0
375.0,KODEX 코스닥150선물인버스,5840.0,130.0,+2.28%,0.0,3562.0,,,
376.0,삼양사,34450.0,1050.0,-2.96%,5000.0,3553.0,23845.0,826.0,564.0
377.0,대신증권우,13600.0,50.0,+0.37%,5000.0,3536.0,,,
378.0,코오롱,27900.0,1500.0,+5.68%,5000.0,3523.0,54104.0,3322.0,1568.0
379.0,효성화학,110000.0,7500.0,-6.38%,5000.0,3509.0,24530.0,1486.0,704.0
380.0,아세아시멘트,9000.0,320.0,-3.43%,500.0,3506.0,8926.0,1286.0,992.0
381.0,아이마켓코리아,10450.0,100.0,-0.95%,500.0,3493.0,31325.0,454.0,445.0
382.0,코오롱플라스틱,9160.0,350.0,-3.68%,1000.0,3481.0,4053.0,277.0,218.0
383.0,KEC,2385.0,150.0,-5.92%,500.0,3452.0,2675.0,265.0,102.0
384.0,DI동일,13500.0,300.0,-2.17%,500.0,3452.0,8131.0,486.0,463.0
385.0,수산인더스트리,24000.0,1750.0,-6.80%,200.0,3429.0,2941.0,513.0,533.0
386.0,롯데정보통신,22250.0,1000.0,-4.30%,5000.0,3426.0,9300.0,400.0,347.0
387.0,한국토지신탁,1350.0,10.0,-0.74%,1000.0,3409.0,2255.0,895.0,1400.0
388.0,유나이티드제약,20700.0,550.0,-2.59%,500.0,3363.0,2210.0,332.0,286.0
389.0,HJ중공업,4010.0,25.0,-0.62%,5000.0,3339.0,17065.0,-1090.0,-1398.0
390.0,KODEX 미국FANG플러스(H),17000.0,355.0,-2.05%,0.0,3329.0,,,
391.0,HDC,5550.0,180.0,-3.14%,5000.0,3316.0,47796.0,3687.0,2302.0
392.0,TIGER 일본니케이225,15070.0,145.0,-0.95%,0.0,3309.0,,,
393.0,KOSEF 200,28400.0,435.0,-1.51%,0.0,3309.0,,,
394.0,신대양제지,81500.0,500.0,-0.61%,5000.0,3284.0,6816.0,544.0,604.0
395.0,코오롱글로벌,13000.0,800.0,-5.80%,5000.0,3277.0,47495.0,2415.0,1370.0
396.0,지역난방공사,28200.0,1150.0,-3.92%,5000.0,3265.0,25368.0,397.0,215.0
397.0,대원제약,14900.0,750.0,-4.79%,500.0,3255.0,3542.0,194.0,66.0
398.0,삼진제약,23050.0,1400.0,-5.73%,1000.0,3204.0,2501.0,339.0,284.0
399.0,코리아써키트,13550.0,650.0,-4.58%,500.0,3201.0,14242.0,851.0,722.0
400.0,신도리코,31550.0,750.0,-2.32%,5000.0,3180.0,3219.0,43.0,954.0
401.0,AJ네트웍스,6790.0,60.0,-0.88%,1000.0,3179.0,10267.0,451.0,767.0
402.0,퍼시스,27550.0,200.0,+0.73%,1000.0,3168.0,3265.0,287.0,451.0
403.0,대성에너지,11500.0,1000.0,-8.00%,1000.0,3162.0,7704.0,160.0,119.0
404.0,이수페타시스,5000.0,200.0,-3.85%,1000.0,3162.0,4696.0,469.0,-36.0
405.0,환인제약,17000.0,50.0,-0.29%,500.0,3162.0,1778.0,313.0,265.0
406.0,LG헬로비전,4080.0,125.0,-2.97%,2500.0,3160.0,10801.0,445.0,269.0
407.0,한국쉘석유,242000.0,2000.0,-0.82%,5000.0,3146.0,2414.0,380.0,290.0
408.0,HL홀딩스,29850.0,450.0,-1.49%,5000.0,3126.0,10412.0,1399.0,1062.0
409.0,아세아제지,34900.0,950.0,-2.65%,5000.0,3126.0,9457.0,939.0,910.0
410.0,이연제약,17350.0,750.0,-4.14%,500.0,3123.0,1428.0,37.0,55.0
411.0,이리츠코크렙,4920.0,210.0,-4.09%,500.0,3116.0,213.0,164.0,91.0
412.0,세진중공업,5480.0,330.0,-5.68%,500.0,3115.0,2504.0,37.0,141.0
413.0,한일홀딩스,10100.0,250.0,-2.42%,1000.0,3114.0,17670.0,1308.0,916.0
414.0,조광피혁,46700.0,450.0,+0.97%,5000.0,3105.0,1042.0,109.0,112.0
415.0,일양약품,16200.0,700.0,-4.14%,2500.0,3092.0,3713.0,410.0,260.0
416.0,HLB글로벌,7280.0,240.0,-3.19%,500.0,3084.0,450.0,-133.0,-131.0
417.0,신성통상,2145.0,125.0,-5.51%,500.0,3083.0,14658.0,1399.0,767.0
418.0,한일현대시멘트,17250.0,950.0,-5.22%,5000.0,3066.0,3970.0,359.0,404.0
419.0,DL건설,13900.0,1050.0,-7.02%,5000.0,3065.0,20103.0,2296.0,1756.0
420.0,조선내화,76300.0,700.0,-0.91%,5000.0,3052.0,7463.0,331.0,334.0
421.0,락앤락,6070.0,380.0,-5.89%,500.0,3047.0,5430.0,325.0,162.0
422.0,테이팩스,64400.0,1500.0,-2.28%,500.0,3038.0,1549.0,213.0,189.0
423.0,잇츠한불,13850.0,1100.0,-7.36%,500.0,3037.0,1402.0,8.0,-69.0
424.0,SK증권,641.0,12.0,-1.84%,500.0,3029.0,10652.0,508.0,414.0
425.0,SK렌터카,6400.0,390.0,-5.74%,500.0,3026.0,10369.0,791.0,206.0
426.0,삼화콘덴서,29000.0,1300.0,-4.29%,1000.0,3015.0,2622.0,332.0,286.0
427.0,한미글로벌,27500.0,2300.0,-7.72%,500.0,3013.0,2701.0,196.0,160.0
428.0,현대차증권,9500.0,140.0,-1.45%,5000.0,3013.0,8538.0,1565.0,1178.0
429.0,한화3우B,13350.0,500.0,-3.61%,5000.0,3000.0,,,
430.0,케이씨텍,14350.0,250.0,-1.71%,500.0,2994.0,3445.0,521.0,419.0
431.0,TYM,1950.0,145.0,-6.92%,500.0,2971.0,8415.0,353.0,395.0
432.0,조일알미늄,2350.0,50.0,+2.17%,500.0,2957.0,4669.0,183.0,157.0
433.0,BGF,3085.0,130.0,-4.04%,1000.0,2953.0,2068.0,115.0,360.0
434.0,미원홀딩스,126500.0,1000.0,-0.78%,500.0,2935.0,4214.0,297.0,402.0
435.0,대한제강,11900.0,300.0,-2.46%,1000.0,2933.0,20303.0,2018.0,1637.0
436.0,TIGER 차이나항셍테크,5050.0,70.0,-1.37%,0.0,2911.0,,,
437.0,SIMPAC,4430.0,160.0,-3.49%,500.0,2899.0,6130.0,1064.0,908.0
438.0,한진,19350.0,700.0,-3.49%,5000.0,2892.0,25041.0,994.0,1618.0
439.0,E1,42150.0,650.0,-1.52%,5000.0,2891.0,51523.0,56.0,1386.0
440.0,세방,14900.0,500.0,-3.25%,500.0,2877.0,10577.0,292.0,524.0
441.0,SNT중공업,8650.0,620.0,-6.69%,2500.0,2876.0,3360.0,206.0,590.0
442.0,광동제약,5480.0,200.0,-3.52%,1000.0,2873.0,13382.0,449.0,255.0
443.0,롯데하이마트,12150.0,350.0,-2.80%,5000.0,2868.0,38697.0,1068.0,-575.0
444.0,경방,10400.0,400.0,-3.70%,500.0,2851.0,3834.0,538.0,223.0
445.0,애경산업,10750.0,500.0,-4.44%,1000.0,2839.0,5739.0,244.0,157.0
446.0,KG케미칼,20200.0,1300.0,-6.05%,5000.0,2801.0,49315.0,4672.0,2820.0
447.0,삼아알미늄,25350.0,800.0,-3.06%,500.0,2788.0,2530.0,154.0,122.0
448.0,LX하우시스,30900.0,750.0,-2.37%,5000.0,2771.0,34720.0,673.0,127.0
449.0,그린케미칼,11450.0,0.0,0.00%,500.0,2748.0,2862.0,209.0,159.0
450.0,제주은행,8540.0,20.0,-0.23%,5000.0,2744.0,2046.0,226.0,184.0
451.0,농심홀딩스,59000.0,1300.0,-2.16%,5000.0,2736.0,6415.0,558.0,492.0
452.0,대한방직,51600.0,100.0,+0.19%,1000.0,2735.0,2004.0,54.0,16.0
453.0,STX엔진,11850.0,1000.0,-7.78%,2500.0,2727.0,4935.0,36.0,10.0
454.0,현대퓨처넷,2455.0,35.0,-1.41%,500.0,2705.0,1367.0,74.0,851.0
455.0,CJ4우(전환),64000.0,100.0,-0.16%,5000.0,2705.0,,,
456.0,일동홀딩스,23400.0,2000.0,-7.87%,1000.0,2700.0,5924.0,-828.0,-1347.0
457.0,일성신약,101500.0,500.0,+0.50%,5000.0,2700.0,421.0,-18.0,-14.0
458.0,금호건설,7290.0,10.0,+0.14%,5000.0,2694.0,20651.0,1116.0,1481.0
459.0,ACE 단기통안채,101090.0,25.0,+0.02%,0.0,2687.0,,,
460.0,풍산홀딩스,25700.0,500.0,-1.91%,5000.0,2675.0,4878.0,968.0,1738.0
461.0,남양유업,366000.0,2500.0,-0.68%,5000.0,2635.0,9561.0,-779.0,-589.0
462.0,도화엔지니어링,7780.0,240.0,-2.99%,500.0,2623.0,5774.0,200.0,150.0
463.0,KODEX 삼성그룹밸류,7905.0,130.0,-1.62%,0.0,2601.0,,,
464.0,삼양패키징,16250.0,250.0,-1.52%,5000.0,2566.0,3919.0,461.0,303.0
465.0,금호석유우,84200.0,2800.0,-3.22%,5000.0,2546.0,,,
466.0,엘브이엠씨홀딩스,2555.0,15.0,-0.58%,0.0,2541.0,2049.0,-146.0,-196.0
467.0,삼성 레버리지 천연가스 선물 ETN B,25365.0,625.0,-2.40%,0.0,2536.0,,,
468.0,남선알미늄,1965.0,255.0,+14.91%,500.0,2536.0,2303.0,-69.0,417.0
469.0,한국금융지주우,43000.0,700.0,-1.60%,5000.0,2519.0,,,
470.0,한전산업,7720.0,530.0,-6.42%,500.0,2517.0,3211.0,175.0,86.0
471.0,대상홀딩스,6920.0,280.0,-3.89%,1000.0,2506.0,42060.0,1630.0,1427.0
472.0,화신,7150.0,490.0,-6.41%,500.0,2497.0,12366.0,242.0,244.0
473.0,광주신세계,31150.0,550.0,-1.74%,1000.0,2492.0,1700.0,606.0,524.0
474.0,웅진씽크빅,2150.0,75.0,-3.37%,500.0,2483.0,8139.0,268.0,442.0
475.0,YG PLUS,3905.0,200.0,-4.87%,500.0,2477.0,1543.0,256.0,226.0
476.0,무림P&P,3960.0,165.0,-4.00%,2500.0,2470.0,6137.0,294.0,197.0
477.0,삼부토건,1310.0,95.0,-6.76%,1000.0,2459.0,3570.0,-44.0,80.0
478.0,종근당홀딩스,49050.0,600.0,-1.21%,2500.0,2457.0,9260.0,344.0,258.0
479.0,한국콜마홀딩스,13200.0,1100.0,-7.69%,500.0,2452.0,6740.0,884.0,586.0
480.0,KBSTAR Fn수소경제테마,8630.0,255.0,-2.87%,0.0,2447.0,,,
481.0,모토닉,7360.0,220.0,-2.90%,500.0,2429.0,1961.0,144.0,120.0
482.0,에어부산,2080.0,160.0,-7.14%,1000.0,2426.0,1765.0,-2040.0,-2660.0
483.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101235.0,5.0,0.00%,0.0,2424.0,,,
484.0,티웨이항공,1510.0,70.0,-4.43%,500.0,2421.0,2144.0,-1483.0,-1562.0
485.0,NPC,6560.0,460.0,-6.55%,500.0,2409.0,4869.0,283.0,262.0
486.0,하나제약,13500.0,700.0,-4.93%,500.0,2399.0,1964.0,360.0,280.0
487.0,KODEX K-메타버스액티브,6925.0,195.0,-2.74%,0.0,2379.0,,,
488.0,한국철강,5590.0,200.0,-3.45%,1000.0,2373.0,8867.0,1033.0,973.0
489.0,아주스틸,8920.0,180.0,-1.98%,500.0,2360.0,9334.0,553.0,325.0
490.0,동화약품,8400.0,320.0,-3.67%,1000.0,2346.0,2930.0,225.0,196.0
491.0,제일약품,15900.0,750.0,-4.50%,500.0,2338.0,7007.0,-105.0,-150.0
492.0,교촌에프앤비,9340.0,350.0,-3.61%,500.0,2333.0,5076.0,410.0,298.0
493.0,대동,9740.0,410.0,-4.04%,1000.0,2331.0,11792.0,382.0,347.0
494.0,자이에스앤디,6010.0,90.0,-1.48%,1000.0,2331.0,4357.0,508.0,365.0
495.0,일신방직,97000.0,1700.0,-1.72%,5000.0,2328.0,6010.0,610.0,642.0
496.0,하이트진로홀딩스,10000.0,50.0,-0.50%,5000.0,2321.0,21920.0,1884.0,674.0
497.0,동성케미컬,4645.0,115.0,-2.42%,1000.0,2308.0,9260.0,453.0,424.0
498.0,아세아,105000.0,500.0,-0.47%,5000.0,2301.0,18465.0,2289.0,2012.0
499.0,삼영무역,12450.0,50.0,-0.40%,500.0,2299.0,4670.0,240.0,449.0
500.0,방림,5430.0,150.0,+2.84%,500.0,2298.0,1310.0,64.0,74.0
501.0,KPX케미칼,47450.0,950.0,-1.96%,5000.0,2297.0,10208.0,447.0,492.0
502.0,HANARO MSCI Korea TR,11780.0,125.0,-1.05%,0.0,2285.0,,,
503.0,삼성출판사,22800.0,1800.0,-7.32%,500.0,2280.0,1875.0,80.0,59.0
504.0,BYC,365000.0,13500.0,-3.57%,5000.0,2280.0,1644.0,267.0,299.0
505.0,삼익THK,10800.0,500.0,-4.42%,500.0,2268.0,3105.0,148.0,118.0
506.0,유진투자증권,2340.0,15.0,-0.64%,5000.0,2267.0,13707.0,1170.0,907.0
507.0,S-Oil우,56100.0,1000.0,-1.75%,2500.0,2256.0,,,
508.0,이엔플러스,3865.0,70.0,-1.78%,500.0,2255.0,554.0,-19.0,-195.0
509.0,부국증권,21700.0,150.0,-0.69%,5000.0,2250.0,7411.0,1016.0,774.0
510.0,KBSTAR 미국나스닥100,11490.0,100.0,-0.86%,0.0,2206.0,,,
511.0,스틱인베스트먼트,5270.0,270.0,-4.87%,500.0,2196.0,3127.0,763.0,581.0
512.0,TIGER Fn메타버스,6345.0,255.0,-3.86%,0.0,2195.0,,,
513.0,SNT홀딩스,13450.0,500.0,-3.58%,500.0,2193.0,14041.0,1256.0,1518.0
514.0,키다리스튜디오,5990.0,410.0,-6.41%,500.0,2192.0,1191.0,69.0,35.0
515.0,화승인더,3955.0,85.0,-2.10%,500.0,2188.0,13655.0,171.0,-42.0
516.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9205.0,135.0,-1.45%,0.0,2187.0,,,
517.0,동양,916.0,34.0,-3.58%,500.0,2186.0,6996.0,76.0,112.0
518.0,KPX홀딩스,51700.0,1000.0,-1.90%,5000.0,2184.0,12387.0,541.0,823.0
519.0,사조대림,23800.0,1200.0,-4.80%,5000.0,2181.0,18137.0,1023.0,666.0
520.0,TIGER 리츠부동산인프라,4720.0,140.0,-2.88%,0.0,2181.0,,,
521.0,KBSTAR ESG사회책임투자,9595.0,105.0,-1.08%,0.0,2178.0,,,
522.0,휴스틸,5530.0,320.0,-5.47%,1000.0,2167.0,6165.0,632.0,380.0
523.0,CJ제일제당 우,163000.0,3500.0,-2.10%,5000.0,2164.0,,,
