N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,ROE,ROA
287.0,SNT모티브,40100.0,950.0,-2.31%,5000.0,20282.0,5864.0,9.9,7.15
288.0,케이카,12050.0,650.0,-5.12%,500.0,143690.0,5794.0,20.96,10.48
289.0,쿠쿠홀딩스,16250.0,300.0,-1.81%,100.0,13595.0,5779.0,17.58,14.51
290.0,세아제강지주,137000.0,9000.0,-6.16%,5000.0,13959.0,5674.0,16.14,8.69
291.0,한세실업,14150.0,450.0,-3.08%,500.0,194113.0,5660.0,15.21,6.02
292.0,티와이홀딩스,11100.0,350.0,-3.06%,500.0,35824.0,5653.0,11.58,7.67
293.0,SK디스커버리,29500.0,400.0,-1.34%,5000.0,41201.0,5616.0,9.77,4.36
294.0,ARIRANG 200,28860.0,460.0,-1.57%,0.0,213152.0,5599.0,,
295.0,한국단자,53700.0,1600.0,-2.89%,500.0,20654.0,5593.0,7.83,5.96
296.0,KODEX MSCI Korea TR,9395.0,120.0,-1.26%,0.0,530132.0,5562.0,,
297.0,QV 코스피 변동성 매칭형 양매도 ETN,7905.0,0.0,0.00%,0.0,0.0,5534.0,,
298.0,KOSEF 200TR,34440.0,555.0,-1.59%,0.0,60122.0,5510.0,,
299.0,SBS,30050.0,1500.0,-4.75%,5000.0,38973.0,5485.0,23.21,11.01
300.0,KODEX Top5PlusTR,14055.0,50.0,-0.35%,0.0,4404.0,5453.0,,
301.0,HANARO 200,28455.0,435.0,-1.51%,0.0,304386.0,5364.0,,
302.0,KODEX 자동차,15565.0,160.0,-1.02%,0.0,291379.0,5315.0,,
303.0,현대홈쇼핑,44250.0,1250.0,-2.75%,5000.0,14040.0,5310.0,5.53,3.84
304.0,동원F&B,137000.0,2000.0,-1.44%,5000.0,1765.0,5287.0,8.99,3.84
305.0,지누스,30550.0,1900.0,-5.86%,500.0,42480.0,5264.0,11.57,5.39
306.0,삼양홀딩스,61400.0,1000.0,-1.60%,5000.0,6311.0,5258.0,14.53,6.56
307.0,F&F홀딩스,13350.0,700.0,-4.98%,500.0,18015.0,5222.0,153.88,108.2
308.0,신영증권,55600.0,100.0,+0.18%,5000.0,4454.0,5219.0,6.45,0.85
309.0,KBSTAR 단기통안채,105745.0,45.0,+0.04%,0.0,344161.0,5212.0,,
310.0,미래에셋증권2우B,3690.0,20.0,-0.54%,5000.0,35436.0,5166.0,,
311.0,파미셀,8570.0,510.0,-5.62%,500.0,619996.0,5138.0,15.54,11.49
312.0,신한알파리츠,6950.0,220.0,-3.07%,1000.0,225446.0,5131.0,1.68,0.35
313.0,KODEX 미국S&P500TR,11395.0,80.0,-0.70%,0.0,160689.0,5014.0,,
314.0,세방전지,35800.0,1050.0,-2.85%,500.0,121236.0,5012.0,7.38,5.33
315.0,유안타증권,2490.0,35.0,-1.39%,5000.0,121009.0,4970.0,10.35,1.02
316.0,효성중공업,53100.0,4200.0,-7.33%,5000.0,63722.0,4951.0,6.35,1.98
317.0,삼성화재우,155000.0,500.0,-0.32%,500.0,4116.0,4948.0,,
318.0,KODEX 코스닥150,9300.0,210.0,-2.21%,0.0,7823542.0,4938.0,,
319.0,ACE 미국S&P500,12980.0,105.0,-0.80%,0.0,69863.0,4932.0,,
320.0,한화투자증권,2275.0,115.0,-4.81%,5000.0,634585.0,4881.0,9.24,1.22
321.0,경동나비엔,33200.0,600.0,-1.78%,1000.0,41910.0,4837.0,20.2,9.67
322.0,부광약품,6800.0,310.0,-4.36%,500.0,303139.0,4832.0,-0.35,-0.7
323.0,코스맥스,42550.0,1000.0,-2.30%,500.0,114873.0,4829.0,16.47,2.64
324.0,HSD엔진,6710.0,380.0,-5.36%,1000.0,365553.0,4801.0,-19.71,-5.23
325.0,ACE 200,28500.0,420.0,-1.45%,0.0,373814.0,4788.0,,
326.0,SK디앤디,21450.0,750.0,-3.38%,1000.0,17639.0,4760.0,22.91,7.23
327.0,한국카본,10700.0,700.0,-6.14%,500.0,530223.0,4704.0,3.73,2.94
328.0,NICE,12300.0,0.0,0.00%,500.0,48076.0,4660.0,8.01,3.48
329.0,엠씨넥스,25900.0,1150.0,-4.25%,500.0,44797.0,4656.0,14.32,8.07
330.0,미래에셋생명,2620.0,50.0,-1.87%,5000.0,33212.0,4638.0,3.78,0.19
331.0,애경케미칼,9450.0,230.0,-2.38%,500.0,259568.0,4597.0,14.23,8.7
332.0,KODEX 선진국MSCI World,19335.0,200.0,-1.02%,0.0,24564.0,4582.0,,
333.0,삼성SDI우,283000.0,5500.0,-1.91%,5000.0,1317.0,4579.0,,
334.0,남해화학,9000.0,90.0,-0.99%,1000.0,736205.0,4471.0,,
335.0,롯데손해보험,1435.0,0.0,0.00%,1000.0,181369.0,4453.0,12.3,0.68
336.0,SGC에너지,30200.0,1700.0,-5.33%,5000.0,28251.0,4432.0,10.22,3.74
337.0,LF,15150.0,350.0,+2.36%,5000.0,64441.0,4430.0,9.24,5.42
338.0,콘텐트리중앙,22900.0,1200.0,-4.98%,5000.0,149502.0,4411.0,-28.44,-2.68
339.0,영진약품,2405.0,155.0,-6.05%,500.0,523152.0,4399.0,-10.56,-6.06
340.0,KODEX 단기변동금리부채권액티브,104430.0,40.0,+0.04%,0.0,554.0,4360.0,,
341.0,프레스티지바이오파마,7140.0,470.0,-6.18%,0.0,70820.0,4291.0,-32.84,-30.85
342.0,동일산업,175000.0,500.0,+0.29%,5000.0,260.0,4244.0,11.48,9.82
343.0,흥아해운,1730.0,105.0,-5.72%,500.0,22615159.0,4159.0,42.88,6.16
344.0,쌍용차,2770.0,0.0,0.00%,5000.0,0.0,4151.0,305.77,-14.21
345.0,한화손해보험,3555.0,215.0,-5.70%,5000.0,490391.0,4150.0,6.13,0.48
346.0,TIGER KRX2차전지K-뉴딜,13480.0,265.0,-1.93%,0.0,700530.0,4064.0,,
347.0,KB스타리츠,3980.0,105.0,-2.57%,500.0,382512.0,4036.0,,
348.0,KODEX 코스피,22055.0,360.0,-1.61%,0.0,180924.0,4014.0,,
349.0,신영증권우,56800.0,200.0,-0.35%,5000.0,1494.0,4007.0,,
350.0,코람코에너지리츠,4525.0,30.0,-0.66%,500.0,164391.0,4006.0,3.15,1.09
351.0,동아에스티,47100.0,2300.0,-4.66%,5000.0,16878.0,3978.0,1.97,1.22
352.0,국도화학,44150.0,500.0,-1.12%,5000.0,14904.0,3978.0,23.53,13.39
353.0,TIGER 미국S&P500선물(H),41825.0,470.0,-1.11%,0.0,822105.0,3952.0,,
354.0,ACE 미국나스닥100,11860.0,105.0,-0.88%,0.0,45514.0,3949.0,,
355.0,고려제강,17100.0,700.0,-3.93%,1000.0,33164.0,3933.0,9.0,5.65
356.0,아모레퍼시픽우,37150.0,850.0,-2.24%,500.0,8325.0,3922.0,,
357.0,자화전자,19300.0,950.0,-4.69%,500.0,217420.0,3871.0,7.54,5.42
358.0,송원산업,16100.0,600.0,-3.59%,500.0,156369.0,3864.0,14.43,7.1
359.0,KBSTAR KIS종합채권(A-이상)액티브,91415.0,480.0,-0.52%,0.0,8.0,3863.0,,
360.0,풀무원,10100.0,550.0,-5.16%,500.0,38349.0,3850.0,2.91,0.02
361.0,미래에셋 레버리지 원유선물혼합 ETN(H),9375.0,505.0,-5.11%,0.0,14649.0,3844.0,,
362.0,세아제강,134500.0,6500.0,-4.61%,5000.0,13569.0,3815.0,14.34,8.02
363.0,JW중외제약,17150.0,550.0,-3.11%,2500.0,68352.0,3804.0,-0.47,-0.24
364.0,맵스리얼티1,4090.0,40.0,-0.97%,0.0,36208.0,3797.0,,
365.0,세아홀딩스,94900.0,200.0,+0.21%,5000.0,458.0,3796.0,2.59,2.52
366.0,한국자산신탁,3000.0,40.0,-1.32%,500.0,97504.0,3719.0,13.28,8.69
367.0,KOSEF 국고채10년,103885.0,965.0,-0.92%,0.0,22336.0,3719.0,,
368.0,신성이엔지,1790.0,115.0,-6.04%,500.0,1680264.0,3685.0,-7.97,-3.52
369.0,스카이라이프,7660.0,280.0,-3.53%,2500.0,112830.0,3663.0,7.87,5.68
370.0,한솔제지,15350.0,400.0,-2.54%,5000.0,76860.0,3653.0,2.08,0.75
371.0,빙그레,36800.0,1800.0,-4.66%,5000.0,9574.0,3625.0,-3.37,-2.54
372.0,서흥,31250.0,200.0,-0.64%,500.0,6300.0,3615.0,14.79,7.53
373.0,KODEX 미국나스닥100TR,10170.0,65.0,-0.64%,0.0,161716.0,3600.0,,
374.0,교보증권,5530.0,70.0,-1.25%,5000.0,30186.0,3575.0,10.79,1.33
375.0,KODEX 코스닥150선물인버스,5840.0,130.0,+2.28%,0.0,37914129.0,3562.0,,
376.0,삼양사,34450.0,1050.0,-2.96%,5000.0,10618.0,3553.0,3.39,2.1
377.0,대신증권우,13600.0,50.0,+0.37%,5000.0,23459.0,3536.0,,
378.0,코오롱,27900.0,1500.0,+5.68%,5000.0,301119.0,3523.0,17.18,4.09
379.0,효성화학,110000.0,7500.0,-6.38%,5000.0,11143.0,3509.0,15.58,2.57
380.0,아세아시멘트,9000.0,320.0,-3.43%,500.0,91171.0,3506.0,11.01,5.04
381.0,아이마켓코리아,10450.0,100.0,-0.95%,500.0,61215.0,3493.0,10.52,3.99
382.0,코오롱플라스틱,9160.0,350.0,-3.68%,1000.0,220994.0,3481.0,10.38,6.33
383.0,KEC,2385.0,150.0,-5.92%,500.0,1620942.0,3452.0,4.41,2.65
384.0,DI동일,13500.0,300.0,-2.17%,500.0,100370.0,3452.0,8.01,4.94
385.0,수산인더스트리,24000.0,1750.0,-6.80%,200.0,76539.0,3429.0,21.9,14.34
386.0,롯데정보통신,22250.0,1000.0,-4.30%,5000.0,8854.0,3426.0,8.19,4.95
387.0,한국토지신탁,1350.0,10.0,-0.74%,1000.0,656934.0,3409.0,14.37,8.57
388.0,유나이티드제약,20700.0,550.0,-2.59%,500.0,141283.0,3363.0,9.92,7.81
389.0,HJ중공업,4010.0,25.0,-0.62%,5000.0,50268.0,3339.0,-37.18,-6.11
390.0,KODEX 미국FANG플러스(H),17000.0,355.0,-2.05%,0.0,36039.0,3329.0,,
391.0,HDC,5550.0,180.0,-3.14%,5000.0,80604.0,3316.0,4.9,2.27
392.0,TIGER 일본니케이225,15070.0,145.0,-0.95%,0.0,3075.0,3309.0,,
393.0,KOSEF 200,28400.0,435.0,-1.51%,0.0,90681.0,3309.0,,
394.0,신대양제지,81500.0,500.0,-0.61%,5000.0,2231.0,3284.0,11.31,7.3
395.0,코오롱글로벌,13000.0,800.0,-5.80%,5000.0,91419.0,3277.0,25.89,5.43
396.0,지역난방공사,28200.0,1150.0,-3.92%,5000.0,5550.0,3265.0,1.18,0.34
397.0,대원제약,14900.0,750.0,-4.79%,500.0,100602.0,3255.0,3.23,1.73
398.0,삼진제약,23050.0,1400.0,-5.73%,1000.0,330944.0,3204.0,12.69,9.44
399.0,코리아써키트,13550.0,650.0,-4.58%,500.0,151735.0,3201.0,14.99,7.27
400.0,신도리코,31550.0,750.0,-2.32%,5000.0,15040.0,3180.0,10.62,9.85
401.0,AJ네트웍스,6790.0,60.0,-0.88%,1000.0,91268.0,3179.0,23.75,5.21
402.0,퍼시스,27550.0,200.0,+0.73%,1000.0,1649.0,3168.0,9.41,8.4
403.0,대성에너지,11500.0,1000.0,-8.00%,1000.0,434584.0,3162.0,3.77,1.65
404.0,이수페타시스,5000.0,200.0,-3.85%,1000.0,655389.0,3162.0,-3.78,-0.86
405.0,환인제약,17000.0,50.0,-0.29%,500.0,29940.0,3162.0,8.7,7.75
406.0,LG헬로비전,4080.0,125.0,-2.97%,2500.0,193888.0,3160.0,4.2,1.82
407.0,한국쉘석유,242000.0,2000.0,-0.82%,5000.0,2676.0,3146.0,27.97,18.48
408.0,HL홀딩스,29850.0,450.0,-1.49%,5000.0,14047.0,3126.0,11.19,4.99
409.0,아세아제지,34900.0,950.0,-2.65%,5000.0,14274.0,3126.0,13.5,9.83
410.0,이연제약,17350.0,750.0,-4.14%,500.0,65553.0,3123.0,2.33,1.39
411.0,이리츠코크렙,4920.0,210.0,-4.09%,500.0,123382.0,3116.0,3.65,1.3
412.0,세진중공업,5480.0,330.0,-5.68%,500.0,440525.0,3115.0,10.3,2.76
413.0,한일홀딩스,10100.0,250.0,-2.42%,1000.0,4505.0,3114.0,3.32,2.78
414.0,조광피혁,46700.0,450.0,+0.97%,5000.0,2990.0,3105.0,3.24,2.86
415.0,일양약품,16200.0,700.0,-4.14%,2500.0,45444.0,3092.0,6.67,5.56
416.0,HLB글로벌,7280.0,240.0,-3.19%,500.0,273065.0,3084.0,-12.23,-8.88
417.0,신성통상,2145.0,125.0,-5.51%,500.0,169544.0,3083.0,25.2,7.98
418.0,한일현대시멘트,17250.0,950.0,-5.22%,5000.0,23425.0,3066.0,13.92,6.97
419.0,DL건설,13900.0,1050.0,-7.02%,5000.0,34304.0,3065.0,19.95,11.08
420.0,조선내화,76300.0,700.0,-0.91%,5000.0,2715.0,3052.0,3.91,2.57
421.0,락앤락,6070.0,380.0,-5.89%,500.0,151473.0,3047.0,2.38,2.0
422.0,테이팩스,64400.0,1500.0,-2.28%,500.0,49219.0,3038.0,15.39,11.01
423.0,잇츠한불,13850.0,1100.0,-7.36%,500.0,66876.0,3037.0,-4.5,-1.39
424.0,SK증권,641.0,12.0,-1.84%,500.0,577316.0,3029.0,6.77,0.68
425.0,SK렌터카,6400.0,390.0,-5.74%,500.0,75160.0,3026.0,4.35,0.81
426.0,삼화콘덴서,29000.0,1300.0,-4.29%,1000.0,35275.0,3015.0,15.15,11.35
427.0,한미글로벌,27500.0,2300.0,-7.72%,500.0,2358599.0,3013.0,11.52,6.35
428.0,현대차증권,9500.0,140.0,-1.45%,5000.0,49579.0,3013.0,10.58,1.31
429.0,한화3우B,13350.0,500.0,-3.61%,5000.0,33172.0,3000.0,,
430.0,케이씨텍,14350.0,250.0,-1.71%,500.0,27903.0,2994.0,11.45,9.75
431.0,TYM,1950.0,145.0,-6.92%,500.0,2445692.0,2971.0,14.28,5.79
432.0,조일알미늄,2350.0,50.0,+2.17%,500.0,26801309.0,2957.0,11.25,5.03
433.0,BGF,3085.0,130.0,-4.04%,1000.0,188219.0,2953.0,4.26,1.98
434.0,미원홀딩스,126500.0,1000.0,-0.78%,500.0,623.0,2935.0,18.16,10.61
435.0,대한제강,11900.0,300.0,-2.46%,1000.0,24004.0,2933.0,24.75,15.04
436.0,TIGER 차이나항셍테크,5050.0,70.0,-1.37%,0.0,945261.0,2911.0,,
437.0,SIMPAC,4430.0,160.0,-3.49%,500.0,89019.0,2899.0,17.98,11.07
438.0,한진,19350.0,700.0,-3.49%,5000.0,46271.0,2892.0,13.72,4.22
439.0,E1,42150.0,650.0,-1.52%,5000.0,5854.0,2891.0,10.57,3.59
440.0,세방,14900.0,500.0,-3.25%,500.0,95658.0,2877.0,6.01,4.35
441.0,SNT중공업,8650.0,620.0,-6.69%,2500.0,135898.0,2876.0,9.44,6.89
442.0,광동제약,5480.0,200.0,-3.52%,1000.0,86657.0,2873.0,4.92,2.98
443.0,롯데하이마트,12150.0,350.0,-2.80%,5000.0,26485.0,2868.0,-3.06,-1.83
444.0,경방,10400.0,400.0,-3.70%,500.0,4367.0,2851.0,2.98,1.76
445.0,애경산업,10750.0,500.0,-4.44%,1000.0,19535.0,2839.0,4.63,3.63
446.0,KG케미칼,20200.0,1300.0,-6.05%,5000.0,120597.0,2801.0,17.39,6.12
447.0,삼아알미늄,25350.0,800.0,-3.06%,500.0,427756.0,2788.0,10.46,5.59
448.0,LX하우시스,30900.0,750.0,-2.37%,5000.0,20580.0,2771.0,1.54,0.51
449.0,그린케미칼,11450.0,0.0,0.00%,500.0,2029858.0,2748.0,13.46,8.2
450.0,제주은행,8540.0,20.0,-0.23%,5000.0,5257446.0,2744.0,3.6,0.27
451.0,농심홀딩스,59000.0,1300.0,-2.16%,5000.0,6720.0,2736.0,4.88,3.82
452.0,대한방직,51600.0,100.0,+0.19%,1000.0,157.0,2735.0,1.13,0.7
453.0,STX엔진,11850.0,1000.0,-7.78%,2500.0,94665.0,2727.0,0.37,0.12
454.0,현대퓨처넷,2455.0,35.0,-1.41%,500.0,160470.0,2705.0,12.79,8.34
455.0,CJ4우(전환),64000.0,100.0,-0.16%,5000.0,13113.0,2705.0,,
456.0,일동홀딩스,23400.0,2000.0,-7.87%,1000.0,175616.0,2700.0,-80.54,-15.56
457.0,일성신약,101500.0,500.0,+0.50%,5000.0,12370.0,2700.0,-0.39,-0.37
458.0,금호건설,7290.0,10.0,+0.14%,5000.0,69525.0,2694.0,28.4,9.52
459.0,ACE 단기통안채,101090.0,25.0,+0.02%,0.0,20653.0,2687.0,,
460.0,풍산홀딩스,25700.0,500.0,-1.91%,5000.0,3433.0,2675.0,21.53,17.14
461.0,남양유업,366000.0,2500.0,-0.68%,5000.0,628.0,2635.0,-6.99,-6.08
462.0,도화엔지니어링,7780.0,240.0,-2.99%,500.0,477930.0,2623.0,5.75,3.15
463.0,KODEX 삼성그룹밸류,7905.0,130.0,-1.62%,0.0,2128.0,2601.0,,
464.0,삼양패키징,16250.0,250.0,-1.52%,5000.0,4886.0,2566.0,9.64,5.15
465.0,금호석유우,84200.0,2800.0,-3.22%,5000.0,6423.0,2546.0,,
466.0,엘브이엠씨홀딩스,2555.0,15.0,-0.58%,0.0,163705.0,2541.0,-4.45,-2.99
467.0,삼성 레버리지 천연가스 선물 ETN B,25365.0,625.0,-2.40%,0.0,368190.0,2536.0,,
468.0,남선알미늄,1965.0,255.0,+14.91%,500.0,44261684.0,2536.0,19.6,12.82
469.0,한국금융지주우,43000.0,700.0,-1.60%,5000.0,20367.0,2519.0,,
470.0,한전산업,7720.0,530.0,-6.42%,500.0,210256.0,2517.0,10.22,5.24
471.0,대상홀딩스,6920.0,280.0,-3.89%,1000.0,53680.0,2506.0,7.92,4.27
472.0,화신,7150.0,490.0,-6.41%,500.0,335997.0,2497.0,8.96,2.88
473.0,광주신세계,31150.0,550.0,-1.74%,1000.0,3622.0,2492.0,7.26,6.4
474.0,웅진씽크빅,2150.0,75.0,-3.37%,500.0,133392.0,2483.0,11.81,6.15
475.0,YG PLUS,3905.0,200.0,-4.87%,500.0,347602.0,2477.0,19.57,12.09
476.0,무림P&P,3960.0,165.0,-4.00%,2500.0,407948.0,2470.0,3.09,1.35
477.0,삼부토건,1310.0,95.0,-6.76%,1000.0,1595152.0,2459.0,3.67,1.54
478.0,종근당홀딩스,49050.0,600.0,-1.21%,2500.0,2084.0,2457.0,2.96,1.97
479.0,한국콜마홀딩스,13200.0,1100.0,-7.69%,500.0,43477.0,2452.0,3.61,4.83
480.0,KBSTAR Fn수소경제테마,8630.0,255.0,-2.87%,0.0,72520.0,2447.0,,
481.0,모토닉,7360.0,220.0,-2.90%,500.0,48250.0,2429.0,2.87,2.69
482.0,에어부산,2080.0,160.0,-7.14%,1000.0,964923.0,2426.0,-220.9,-26.02
483.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101235.0,5.0,0.00%,0.0,81.0,2424.0,,
484.0,티웨이항공,1510.0,70.0,-4.43%,500.0,331853.0,2421.0,-190.16,-21.69
485.0,NPC,6560.0,460.0,-6.55%,500.0,249334.0,2409.0,8.49,5.75
486.0,하나제약,13500.0,700.0,-4.93%,500.0,66588.0,2399.0,11.57,9.66
487.0,KODEX K-메타버스액티브,6925.0,195.0,-2.74%,0.0,288945.0,2379.0,,
488.0,한국철강,5590.0,200.0,-3.45%,1000.0,50728.0,2373.0,13.71,10.94
489.0,아주스틸,8920.0,180.0,-1.98%,500.0,39044.0,2360.0,18.76,6.29
490.0,동화약품,8400.0,320.0,-3.67%,1000.0,76934.0,2346.0,5.27,4.44
491.0,제일약품,15900.0,750.0,-4.50%,500.0,15225.0,2338.0,-7.32,-3.58
492.0,교촌에프앤비,9340.0,350.0,-3.61%,500.0,23882.0,2333.0,17.91,12.33
493.0,대동,9740.0,410.0,-4.04%,1000.0,262310.0,2331.0,10.06,3.15
494.0,자이에스앤디,6010.0,90.0,-1.48%,1000.0,62819.0,2331.0,,
495.0,일신방직,97000.0,1700.0,-1.72%,5000.0,3406.0,2328.0,8.48,6.4
496.0,하이트진로홀딩스,10000.0,50.0,-0.50%,5000.0,26509.0,2321.0,6.48,1.66
497.0,동성케미컬,4645.0,115.0,-2.42%,1000.0,97104.0,2308.0,5.75,5.24
498.0,아세아,105000.0,500.0,-0.47%,5000.0,1618.0,2301.0,12.23,6.71
499.0,삼영무역,12450.0,50.0,-0.40%,500.0,4499.0,2299.0,10.12,8.08
500.0,방림,5430.0,150.0,+2.84%,500.0,211155.0,2298.0,3.79,3.01
501.0,KPX케미칼,47450.0,950.0,-1.96%,5000.0,654.0,2297.0,8.83,6.97
502.0,HANARO MSCI Korea TR,11780.0,125.0,-1.05%,0.0,50.0,2285.0,,
503.0,삼성출판사,22800.0,1800.0,-7.32%,500.0,103359.0,2280.0,1.9,1.88
504.0,BYC,365000.0,13500.0,-3.57%,5000.0,340.0,2280.0,6.39,4.38
505.0,삼익THK,10800.0,500.0,-4.42%,500.0,37318.0,2268.0,6.1,3.09
506.0,유진투자증권,2340.0,15.0,-0.64%,5000.0,199714.0,2267.0,9.93,0.94
507.0,S-Oil우,56100.0,1000.0,-1.75%,2500.0,22880.0,2256.0,,
508.0,이엔플러스,3865.0,70.0,-1.78%,500.0,4693512.0,2255.0,-30.57,-20.22
509.0,부국증권,21700.0,150.0,-0.69%,5000.0,2207.0,2250.0,12.68,4.75
510.0,KBSTAR 미국나스닥100,11490.0,100.0,-0.86%,0.0,42166.0,2206.0,,
511.0,스틱인베스트먼트,5270.0,270.0,-4.87%,500.0,186781.0,2196.0,28.35,19.65
512.0,TIGER Fn메타버스,6345.0,255.0,-3.86%,0.0,199333.0,2195.0,,
513.0,SNT홀딩스,13450.0,500.0,-3.58%,500.0,19761.0,2193.0,8.56,6.54
514.0,키다리스튜디오,5990.0,410.0,-6.41%,500.0,118607.0,2192.0,2.84,2.09
515.0,화승인더,3955.0,85.0,-2.10%,500.0,200829.0,2188.0,-0.59,-0.27
516.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9205.0,135.0,-1.45%,0.0,35587.0,2187.0,,
517.0,동양,916.0,34.0,-3.58%,500.0,463970.0,2186.0,2.04,1.12
518.0,KPX홀딩스,51700.0,1000.0,-1.90%,5000.0,448.0,2184.0,5.79,4.69
519.0,사조대림,23800.0,1200.0,-4.80%,5000.0,11312.0,2181.0,16.06,5.88
520.0,TIGER 리츠부동산인프라,4720.0,140.0,-2.88%,0.0,363806.0,2181.0,,
521.0,KBSTAR ESG사회책임투자,9595.0,105.0,-1.08%,0.0,9509.0,2178.0,,
522.0,휴스틸,5530.0,320.0,-5.47%,1000.0,589069.0,2167.0,7.3,4.88
523.0,CJ제일제당 우,163000.0,3500.0,-2.10%,5000.0,958.0,2164.0,,
524.0,SOL 종합채권(AA-이상)액티브,95000.0,240.0,+0.25%,0.0,13.0,2156.0,,
525.0,대한제당,2400.0,165.0,-6.43%,500.0,520782.0,2153.0,4.08,1.73
526.0,디앤디플랫폼리츠,3340.0,110.0,-3.19%,1000.0,303981.0,2151.0,0.94,0.44
527.0,유니퀘스트,7850.0,290.0,-3.56%,500.0,68440.0,2147.0,23.53,13.88
528.0,대한제분,126000.0,2500.0,-1.95%,5000.0,3859.0,2129.0,10.53,7.26
529.0,KSS해운,9190.0,280.0,+3.14%,500.0,56099.0,2122.0,18.34,4.46
530.0,다올투자증권,3510.0,40.0,-1.13%,5000.0,192276.0,2117.0,26.35,2.38
531.0,삼성 인버스 2X 천연가스 선물 ETN C,21080.0,580.0,+2.83%,0.0,336277.0,2108.0,,
532.0,LS전선아시아,6870.0,320.0,-4.45%,500.0,109268.0,2104.0,10.21,3.48
533.0,삼성 인버스 2X WTI원유 선물 ETN,140.0,5.0,+3.70%,0.0,9639767.0,2096.0,,
534.0,KBSTAR 미국S&P500,11215.0,95.0,-0.84%,0.0,16459.0,2086.0,,
535.0,GS글로벌,2505.0,195.0,-7.22%,2500.0,1016855.0,2067.0,7.56,1.84
536.0,넥센,3845.0,5.0,-0.13%,500.0,20643.0,2059.0,2.68,0.67
537.0,신세계 I&C,11950.0,250.0,-2.05%,500.0,40301.0,2055.0,16.0,12.23
538.0,HDC랩스,7810.0,160.0,-2.01%,500.0,8052.0,2027.0,4.23,2.89
539.0,일진다이아,14250.0,950.0,-6.25%,1000.0,43814.0,2024.0,2.86,2.43
540.0,이월드,1425.0,75.0,-5.00%,1000.0,247857.0,2021.0,-4.59,-3.14
541.0,TIGER 차이나과창판STAR50(합성),7375.0,60.0,+0.82%,0.0,25336.0,2017.0,,
542.0,사조산업,40300.0,1400.0,-3.36%,5000.0,10303.0,2015.0,10.57,5.03
543.0,대덕,5890.0,150.0,-2.48%,500.0,39538.0,1996.0,-0.39,3.25
544.0,알루코,2200.0,60.0,-2.65%,500.0,2821723.0,1979.0,1.93,0.33
545.0,백산,8110.0,430.0,-5.04%,500.0,285393.0,1974.0,14.37,6.16
546.0,현대코퍼레이션,14900.0,750.0,-4.79%,5000.0,33883.0,1971.0,11.21,2.6
547.0,신한서부티엔디리츠,3510.0,230.0,-6.15%,1000.0,252040.0,1964.0,,
548.0,KISCO홀딩스,12100.0,150.0,-1.22%,1000.0,10379.0,1957.0,12.69,10.97
549.0,에이프로젠제약,491.0,32.0,-6.12%,500.0,1332138.0,1957.0,1.6,1.49
550.0,한독,14100.0,300.0,-2.08%,500.0,12488.0,1941.0,0.86,0.4
551.0,흥국화재,3005.0,60.0,+2.04%,5000.0,56887.0,1930.0,8.77,0.46
552.0,LS네트웍스,2445.0,195.0,-7.39%,5000.0,126907.0,1927.0,11.48,4.74
553.0,TCC스틸,7750.0,520.0,-6.29%,1000.0,281733.0,1925.0,21.49,8.53
554.0,케이씨,14200.0,600.0,-4.05%,500.0,31560.0,1925.0,8.28,6.94
555.0,동남합성,53300.0,300.0,-0.56%,500.0,838.0,1924.0,24.61,13.64
556.0,KODEX 반도체,23630.0,380.0,-1.58%,0.0,115156.0,1914.0,,
557.0,JW홀딩스,2700.0,75.0,-2.70%,500.0,51004.0,1902.0,-2.75,0.41
558.0,두산우,47500.0,2700.0,-5.38%,5000.0,4207.0,1898.0,,
559.0,KODEX 미국달러선물인버스2X,5940.0,50.0,-0.83%,0.0,662466.0,1892.0,,
560.0,태경산업,6450.0,490.0,-7.06%,500.0,267966.0,1885.0,7.28,5.02
561.0,예스코홀딩스,31300.0,100.0,-0.32%,5000.0,993.0,1878.0,4.47,1.78
562.0,에스엠벡셀,1685.0,50.0,-2.88%,500.0,995208.0,1875.0,,
563.0,일진홀딩스,3795.0,255.0,-6.30%,1000.0,467516.0,1873.0,5.68,2.4
564.0,한농화성,11950.0,700.0,-5.53%,500.0,184360.0,1869.0,14.14,10.14
565.0,삼영전자,9300.0,200.0,-2.11%,500.0,15632.0,1860.0,3.4,3.22
566.0,경인양행,4455.0,145.0,-3.15%,500.0,124970.0,1854.0,11.1,5.02
567.0,제이에스코퍼레이션,13900.0,650.0,-4.47%,100.0,39628.0,1854.0,27.4,9.14
568.0,현대차3우B,76300.0,400.0,-0.52%,5000.0,5805.0,1853.0,,
569.0,신세계푸드,47800.0,1000.0,-2.05%,5000.0,3527.0,1851.0,0.85,0.27
570.0,현대리바트,9010.0,10.0,-0.11%,1000.0,44461.0,1850.0,2.78,1.62
571.0,한신기계,5700.0,400.0,-6.56%,500.0,607063.0,1849.0,4.86,4.16
572.0,SOL 200TR,9855.0,155.0,-1.55%,0.0,12012.0,1848.0,,
573.0,TIGER KRX BBIG K-뉴딜,6140.0,150.0,-2.38%,0.0,168887.0,1845.0,,
574.0,금호에이치티,927.0,73.0,-7.30%,500.0,1464882.0,1845.0,-6.25,-4.44
